CustomerID,Order Date,Order Month,Food Category,Item,Unit Ordered,,Unit Price (in Rs),Area,Total Amount,Profile
CUST063,10/5/2024,October,Veg,Paneer Butter Masala ,1,Cury,250,Vijayawada,250,Student
CUST067,10/5/2024,October,Veg,Dal Tadka ,2,Cury,200,Guntur,400,Student
CUST133,10/5/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Visakhapatnam,500,Student
CUST218,10/5/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Visakhapatnam,500,Student
CUST294,10/5/2024,October,Veg,Chole ,2,Cury,200,Tirupati,400,Student
CUST194,10/5/2024,October,Non-Veg,Chicken Biryani ,5,Other,300,Visakhapatnam,1500,Employed
CUST073,10/5/2024,October,Veg,Aloo Gobi ,1,Cury,150,Visakhapatnam,150,Employed
CUST329,10/5/2024,October,Veg,Chole ,2,Cury,200,Guntur,400,Employed
CUST042,10/5/2024,October,Non-Veg,Kadai Chicken ,1,Cury,300,Tirupati,300,Employed
CUST295,10/5/2024,October,Veg,Veg Manchurian ,2,Cury,200,Vijayawada,400,Employed
CUST291,10/5/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Guntur,300,Employed
CUST214,10/5/2024,October,Veg,Pav Bhaji ,1,Other,200,Vijayawada,200,Employed
CUST092,10/5/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Vijayawada,800,Employed
CUST294,10/5/2024,October,Veg,Aloo Gobi ,2,Cury,150,Visakhapatnam,300,Student
CUST095,10/5/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Rajahmundry,500,Student
CUST139,10/5/2024,October,Veg,Veg Sandwich ,3,Other,100,Guntur,300,Employed
CUST044,10/5/2024,October,Non-Veg,Prawns Fry ,1,Cury,400,Vijayawada,400,Student
CUST315,10/5/2024,October,Veg,Bhindi Masala ,2,Cury,200,Guntur,400,Employed
CUST024,10/5/2024,October,Non-Veg,Kadai Chicken ,1,Cury,300,Guntur,300,Student
CUST220,10/5/2024,October,Non-Veg,Chicken Tikka Masala ,1,Cury,300,Visakhapatnam,300,Student
CUST238,10/5/2024,October,Veg,Aloo Paratha ,3,Other,150,Vijayawada,450,Student
CUST042,10/5/2024,October,Non-Veg,Chicken Tikka Masala ,1,Cury,300,Visakhapatnam,300,Employed
CUST223,10/5/2024,October,Non-Veg,Mutton Curry ,2,Cury,400,Visakhapatnam,800,Student
CUST197,10/5/2024,October,Veg,Aloo Paratha ,2,Other,150,Visakhapatnam,300,Student
CUST136,10/5/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Tirupati,300,Student
CUST071,10/5/2024,October,Veg,Pav Bhaji ,4,Other,200,Tirupati,800,Employed
CUST251,10/5/2024,October,Non-Veg,Chicken Wrap ,3,Other,150,Rajahmundry,450,Employed
CUST071,10/5/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Guntur,600,Employed
CUST171,10/5/2024,October,Veg,Veg Sandwich ,3,Other,100,Visakhapatnam,300,Student
CUST078,10/5/2024,October,Veg,Chole ,2,Cury,200,Vijayawada,400,Employed
CUST088,10/5/2024,October,Veg,Aloo Gobi ,1,Cury,150,Vijayawada,150,Employed
CUST126,10/5/2024,October,Non-Veg,Chicken Wrap ,5,Other,150,Guntur,750,Student
CUST126,10/5/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Vijayawada,600,Student
CUST147,10/5/2024,October,Veg,Dal Tadka ,2,Cury,200,Tirupati,400,Employed
CUST036,10/5/2024,October,Veg,Chole ,1,Cury,200,Visakhapatnam,200,Employed
CUST007,10/5/2024,October,Veg,Malai Kofta ,1,Cury,250,Guntur,250,Student
CUST040,10/5/2024,October,Veg,Vegetable Korma ,2,Cury,250,Guntur,500,Employed
CUST074,10/5/2024,October,Veg,Baingan Bharta ,1,Cury,200,Guntur,200,Employed
CUST046,10/5/2024,October,Veg,Bhindi Masala ,2,Cury,200,Rajahmundry,400,Student
CUST008,10/5/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Rajahmundry,600,Employed
CUST083,10/5/2024,October,Veg,Veg Sandwich ,1,Other,100,Visakhapatnam,100,Student
CUST041,10/5/2024,October,Veg,Vegetable Korma ,1,Cury,250,Vijayawada,250,Employed
CUST246,10/5/2024,October,Non-Veg,Mutton Biryani ,2,Other,410,Vijayawada,820,Employed
CUST195,10/5/2024,October,Veg,Bhindi Masala ,1,Cury,200,Vijayawada,200,Employed
CUST188,10/5/2024,October,Veg,Vegetable Korma ,1,Cury,250,Tirupati,250,Student
CUST254,10/5/2024,October,Veg,Chole ,1,Cury,200,Visakhapatnam,200,Employed
CUST275,10/5/2024,October,Veg,Veg Biryani ,3,Cury,250,Visakhapatnam,750,Employed
CUST031,10/5/2024,October,Non-Veg,Mutton Biryani ,1,Other,410,Rajahmundry,410,Employed
CUST095,10/5/2024,October,Non-Veg,Mutton Curry ,3,Cury,400,Vijayawada,1200,Student
CUST232,10/5/2024,October,Veg,Aloo Gobi ,1,Cury,150,Vijayawada,150,Employed
CUST160,10/5/2024,October,Veg,Vegetable Korma ,2,Cury,250,Tirupati,500,Student
CUST032,10/5/2024,October,Veg,Pav Bhaji ,2,Other,200,Guntur,400,Student
CUST264,10/5/2024,October,Veg,Vegetable Korma ,2,Cury,250,Visakhapatnam,500,Employed
CUST093,10/5/2024,October,Non-Veg,Rogan Josh ,1,Cury,350,Tirupati,350,Employed
CUST078,10/5/2024,October,Non-Veg,Chicken Wrap ,4,Other,150,Visakhapatnam,600,Employed
CUST027,10/5/2024,October,Non-Veg,Prawns Fry ,3,Cury,400,Rajahmundry,1200,Employed
CUST290,10/5/2024,October,Non-Veg,Chicken Wrap ,3,Other,150,Rajahmundry,450,Employed
CUST223,10/5/2024,October,Veg,Veg Sandwich ,6,Other,100,Rajahmundry,600,Student
CUST136,10/5/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Tirupati,600,Student
CUST125,10/6/2024,October,Veg,Aloo Paratha ,3,Other,150,Rajahmundry,450,Employed
CUST102,10/6/2024,October,Veg,Chole ,2,Cury,200,Guntur,400,Student
CUST045,10/6/2024,October,Veg,Aloo Paratha ,3,Other,150,Tirupati,450,Student
CUST179,10/6/2024,October,Veg,Bhindi Masala ,3,Cury,200,Tirupati,600,Student
CUST088,10/6/2024,October,Veg,Malai Kofta ,2,Cury,250,Vijayawada,500,Employed
CUST292,10/6/2024,October,Non-Veg,Chicken Tikka Masala ,2,Cury,300,Guntur,600,Employed
CUST265,10/6/2024,October,Veg,Vegetable Korma ,3,Cury,250,Tirupati,750,Student
CUST213,10/6/2024,October,Non-Veg,Chicken Wrap ,1,Other,150,Vijayawada,150,Student
CUST161,10/6/2024,October,Veg,Paneer Butter Masala ,3,Cury,250,Guntur,750,Employed
CUST204,10/6/2024,October,Veg,Veg Sandwich ,5,Other,100,Tirupati,500,Student
CUST194,10/6/2024,October,Veg,Veg Sandwich ,5,Other,100,Guntur,500,Employed
CUST169,10/6/2024,October,Non-Veg,Mutton Curry ,1,Cury,400,Tirupati,400,Employed
CUST089,10/6/2024,October,Veg,Pav Bhaji ,3,Other,200,Vijayawada,600,Employed
CUST019,10/6/2024,October,Veg,Pav Bhaji ,1,Other,200,Rajahmundry,200,Student
CUST131,10/6/2024,October,Non-Veg,Mutton Curry ,2,Cury,400,Rajahmundry,800,Employed
CUST062,10/6/2024,October,Veg,Bhindi Masala ,1,Cury,200,Rajahmundry,200,Student
CUST003,10/6/2024,October,Veg,Aloo Gobi ,1,Cury,150,Guntur,150,Employed
CUST121,10/6/2024,October,Veg,Veg Sandwich ,2,Other,100,Rajahmundry,200,Employed
CUST249,10/6/2024,October,Veg,Bhindi Masala ,2,Cury,200,Rajahmundry,400,Student
CUST245,10/6/2024,October,Non-Veg,Chicken Wrap ,4,Other,150,Vijayawada,600,Employed
CUST063,10/6/2024,October,Veg,Veg Sandwich ,2,Other,100,Guntur,200,Student
CUST147,10/6/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Rajahmundry,300,Employed
CUST259,10/6/2024,October,Veg,Veg Sandwich ,6,Other,100,Guntur,600,Employed
CUST255,10/6/2024,October,Veg,Chole ,1,Cury,200,Guntur,200,Student
CUST008,10/6/2024,October,Veg,Pav Bhaji ,8,Other,200,Vijayawada,1600,Employed
CUST235,10/6/2024,October,Non-Veg,Rogan Josh ,1,Cury,350,Tirupati,350,Student
CUST248,10/6/2024,October,Veg,Baingan Bharta ,2,Cury,200,Guntur,400,Employed
CUST131,10/6/2024,October,Veg,Aloo Gobi ,1,Cury,150,Vijayawada,150,Employed
CUST007,10/6/2024,October,Veg,Masala Dosa ,6,Other,150,Rajahmundry,900,Student
CUST335,10/6/2024,October,Non-Veg,Mutton Curry ,1,Cury,400,Vijayawada,400,Employed
CUST081,10/6/2024,October,Veg,Dal Makhani ,1,Cury,200,Vijayawada,200,Student
CUST271,10/6/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Visakhapatnam,800,Employed
CUST185,10/6/2024,October,Non-Veg,Rogan Josh ,1,Cury,350,Rajahmundry,350,Employed
CUST290,10/6/2024,October,Veg,Veg Biryani ,2,Cury,250,Vijayawada,500,Employed
CUST260,10/6/2024,October,Veg,Vegetable Korma ,3,Cury,250,Visakhapatnam,750,Employed
CUST189,10/6/2024,October,Non-Veg,Mutton Curry ,1,Cury,400,Vijayawada,400,Student
CUST029,10/6/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Tirupati,500,Student
CUST224,10/6/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Guntur,800,Employed
CUST208,10/6/2024,October,Veg,Veg Sandwich ,2,Other,100,Tirupati,200,Student
CUST044,10/6/2024,October,Veg,Veg Sandwich ,3,Other,100,Tirupati,300,Student
CUST244,10/6/2024,October,Veg,Aloo Gobi ,1,Cury,150,Visakhapatnam,150,Employed
CUST109,10/6/2024,October,Veg,Veg Manchurian ,2,Cury,200,Tirupati,400,Employed
CUST232,10/6/2024,October,Veg,Bhindi Masala ,2,Cury,200,Visakhapatnam,400,Employed
CUST235,10/6/2024,October,Veg,Dal Tadka ,2,Cury,200,Vijayawada,400,Student
CUST102,10/6/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Visakhapatnam,300,Student
CUST312,10/6/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Guntur,500,Student
CUST046,10/6/2024,October,Non-Veg,Mutton Biryani ,3,Other,410,Guntur,1230,Student
CUST107,10/6/2024,October,Veg,Masala Dosa ,1,Other,150,Tirupati,150,Student
CUST090,10/6/2024,October,Veg,Paneer Butter Masala ,1,Cury,250,Visakhapatnam,250,Student
CUST083,10/6/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Visakhapatnam,300,Student
CUST271,10/6/2024,October,Veg,Pav Bhaji ,6,Other,200,Rajahmundry,1200,Employed
CUST293,10/6/2024,October,Non-Veg,Chicken Korma ,3,Cury,300,Tirupati,900,Student
CUST258,10/6/2024,October,Veg,Malai Kofta ,3,Cury,250,Visakhapatnam,750,Employed
CUST048,10/6/2024,October,Veg,Chole ,2,Cury,200,Guntur,400,Student
CUST188,10/6/2024,October,Non-Veg,Mutton Biryani ,5,Other,410,Guntur,2050,Student
CUST159,10/6/2024,October,Veg,Aloo Gobi ,2,Cury,150,Rajahmundry,300,Employed
CUST074,10/6/2024,October,Veg,Vegetable Korma ,3,Cury,250,Guntur,750,Employed
CUST054,10/6/2024,October,Veg,Dal Makhani ,1,Cury,200,Rajahmundry,200,Employed
CUST177,10/6/2024,October,Veg,Chole ,1,Cury,200,Guntur,200,Student
CUST164,10/6/2024,October,Veg,Veg Sandwich ,4,Other,100,Tirupati,400,Student
CUST003,10/6/2024,October,Non-Veg,Chicken Tikka Masala ,2,Cury,300,Rajahmundry,600,Employed
CUST006,10/6/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Tirupati,300,Student
CUST286,10/6/2024,October,Veg,Veg Biryani ,2,Cury,250,Rajahmundry,500,Student
CUST220,10/6/2024,October,Veg,Veg Sandwich ,1,Other,100,Guntur,100,Student
CUST124,10/6/2024,October,Non-Veg,Egg Curry ,3,Cury,200,Visakhapatnam,600,Employed
CUST040,10/6/2024,October,Non-Veg,Mutton Curry ,1,Cury,400,Rajahmundry,400,Employed
CUST174,10/6/2024,October,Non-Veg,Chicken Wrap ,3,Other,150,Vijayawada,450,Student
CUST071,10/6/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Tirupati,800,Employed
CUST057,10/6/2024,October,Veg,Dal Tadka ,2,Cury,200,Rajahmundry,400,Employed
CUST054,10/6/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Vijayawada,600,Employed
CUST137,10/6/2024,October,Non-Veg,Chicken Tikka Masala ,2,Cury,300,Rajahmundry,600,Student
CUST006,10/6/2024,October,Non-Veg,Egg Curry ,2,Cury,200,Guntur,400,Student
CUST065,10/6/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Visakhapatnam,600,Employed
CUST291,10/6/2024,October,Veg,Bhindi Masala ,2,Cury,200,Rajahmundry,400,Employed
CUST031,10/6/2024,October,Non-Veg,Rogan Josh ,2,Cury,350,Visakhapatnam,700,Employed
CUST013,10/6/2024,October,Veg,Veg Sandwich ,4,Other,100,Vijayawada,400,Student
CUST184,10/6/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Guntur,600,Employed
CUST004,10/6/2024,October,Veg,Veg Manchurian ,1,Cury,200,Vijayawada,200,Employed
CUST120,10/6/2024,October,Veg,Veg Sandwich ,6,Other,100,Tirupati,600,Student
CUST537,10/6/2024,October,Veg,Masala Dosa ,3,Other,150,Visakhapatnam,450,Student
CUST010,10/6/2024,October,Veg,Veg Biryani ,1,Cury,250,Visakhapatnam,250,Student
CUST242,10/6/2024,October,Non-Veg,Mutton Biryani ,2,Other,410,Tirupati,820,Employed
CUST210,10/6/2024,October,Non-Veg,Chicken Tikka Masala ,1,Cury,300,Visakhapatnam,300,Student
CUST251,10/6/2024,October,Veg,Paneer Butter Masala ,1,Cury,250,Visakhapatnam,250,Employed
CUST006,10/6/2024,October,Veg,Malai Kofta ,1,Cury,250,Vijayawada,250,Student
CUST264,10/6/2024,October,Non-Veg,Prawns Fry ,1,Cury,400,Visakhapatnam,400,Employed
CUST319,10/6/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Guntur,800,Employed
CUST019,10/6/2024,October,Veg,Vegetable Korma ,1,Cury,250,Tirupati,250,Student
CUST245,10/6/2024,October,Veg,Vegetable Korma ,3,Cury,250,Guntur,750,Employed
CUST264,10/6/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Visakhapatnam,600,Employed
CUST119,10/6/2024,October,Veg,Chole ,2,Cury,200,Visakhapatnam,400,Employed
CUST073,10/6/2024,October,Veg,Bhindi Masala ,1,Cury,200,Guntur,200,Employed
CUST176,10/6/2024,October,Non-Veg,Chicken Tikka Masala ,1,Cury,300,Rajahmundry,300,Employed
CUST212,10/6/2024,October,Veg,Aloo Gobi ,2,Cury,150,Rajahmundry,300,Employed
CUST063,10/6/2024,October,Non-Veg,Fish Curry ,2,Cury,350,Guntur,700,Student
CUST243,10/6/2024,October,Non-Veg,Prawns Fry ,1,Cury,400,Vijayawada,400,Employed
CUST246,10/6/2024,October,Veg,Bhindi Masala ,1,Cury,200,Tirupati,200,Employed
CUST236,10/6/2024,October,Veg,Aloo Gobi ,2,Cury,150,Tirupati,300,Employed
CUST209,10/6/2024,October,Veg,Dal Tadka ,2,Cury,200,Vijayawada,400,Employed
CUST221,10/6/2024,October,Veg,Vegetable Korma ,1,Cury,250,Rajahmundry,250,Employed
CUST077,10/6/2024,October,Non-Veg,Egg Curry ,1,Cury,200,Rajahmundry,200,Employed
CUST292,10/6/2024,October,Veg,Veg Biryani ,1,Cury,250,Tirupati,250,Employed
CUST132,10/6/2024,October,Veg,Veg Sandwich ,2,Other,100,Guntur,200,Student
CUST053,10/6/2024,October,Non-Veg,Chicken Biryani ,2,Other,300,Visakhapatnam,600,Student
CUST120,10/6/2024,October,Non-Veg,Rogan Josh ,2,Cury,350,Tirupati,700,Student
CUST032,10/6/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Tirupati,500,Student
CUST220,10/6/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Visakhapatnam,500,Student
CUST118,10/6/2024,October,Veg,Baingan Bharta ,2,Cury,200,Guntur,400,Student
CUST161,10/6/2024,October,Veg,Veg Biryani ,2,Cury,250,Visakhapatnam,500,Employed
CUST041,10/6/2024,October,Veg,Vegetable Korma ,2,Cury,250,Tirupati,500,Employed
CUST209,10/6/2024,October,Veg,Veg Biryani ,2,Cury,250,Visakhapatnam,500,Employed
CUST174,10/6/2024,October,Veg,Malai Kofta ,1,Cury,250,Tirupati,250,Student
CUST252,10/6/2024,October,Non-Veg,Fish Curry ,2,Cury,350,Vijayawada,700,Employed
CUST136,10/6/2024,October,Veg,Dal Makhani ,2,Cury,200,Guntur,400,Student
CUST252,10/6/2024,October,Veg,Paneer Tikka Masala ,1,Cury,250,Vijayawada,250,Employed
CUST015,10/6/2024,October,Non-Veg,Rogan Josh ,1,Cury,350,Rajahmundry,350,Student
CUST239,10/7/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Rajahmundry,800,Employed
CUST105,10/7/2024,October,Veg,Veg Sandwich ,2,Other,100,Visakhapatnam,200,Employed
CUST161,10/7/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Guntur,600,Employed
CUST148,10/7/2024,October,Veg,Dal Makhani ,3,Cury,200,Vijayawada,600,Student
CUST118,10/7/2024,October,Veg,Chole ,2,Cury,200,Guntur,400,Student
CUST102,10/7/2024,October,Veg,Pav Bhaji ,4,Other,200,Vijayawada,800,Student
CUST190,10/7/2024,October,Veg,Vegetable Korma ,2,Cury,250,Rajahmundry,500,Employed
CUST008,10/7/2024,October,Veg,Chole ,3,Cury,200,Visakhapatnam,600,Employed
CUST170,10/7/2024,October,Veg,Veg Manchurian ,2,Cury,200,Vijayawada,400,Student
CUST231,10/7/2024,October,Veg,Aloo Paratha ,2,Other,150,Rajahmundry,300,Employed
CUST124,10/7/2024,October,Non-Veg,Egg Curry ,1,Cury,200,Guntur,200,Employed
CUST206,10/7/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Vijayawada,600,Employed
CUST239,10/7/2024,October,Veg,Pav Bhaji ,7,Other,200,Rajahmundry,1400,Employed
CUST092,10/7/2024,October,Non-Veg,Rogan Josh ,1,Cury,350,Guntur,350,Employed
CUST227,10/7/2024,October,Non-Veg,Prawns Fry ,1,Cury,400,Vijayawada,400,Student
CUST308,10/7/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Visakhapatnam,600,Employed
CUST308,10/7/2024,October,Non-Veg,Chicken Biryani ,1,Other,300,Rajahmundry,300,Employed
CUST265,10/7/2024,October,Non-Veg,Fish Curry ,2,Cury,350,Visakhapatnam,700,Student
CUST046,10/7/2024,October,Non-Veg,Kadai Chicken ,2,Cury,300,Visakhapatnam,600,Student
CUST281,10/7/2024,October,Veg,Bhindi Masala ,1,Cury,200,Tirupati,200,Student
CUST044,10/7/2024,October,Veg,Paneer Tikka Masala ,1,Cury,250,Tirupati,250,Student
CUST004,10/7/2024,October,Veg,Chole ,1,Cury,200,Visakhapatnam,200,Employed
CUST148,10/7/2024,October,Non-Veg,Mutton Biryani ,1,Other,410,Visakhapatnam,410,Student
CUST122,10/7/2024,October,Veg,Malai Kofta ,2,Cury,250,Vijayawada,500,Employed
CUST174,10/7/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Tirupati,800,Student
CUST071,10/7/2024,October,Non-Veg,Egg Curry ,1,Cury,200,Guntur,200,Employed
CUST299,10/7/2024,October,Veg,Pav Bhaji ,7,Other,200,Visakhapatnam,1400,Employed
CUST009,10/7/2024,October,Non-Veg,Fish Curry ,1,Cury,350,Rajahmundry,350,Employed
CUST128,10/7/2024,October,Non-Veg,Mutton Curry ,2,Cury,400,Vijayawada,800,Employed
CUST292,10/7/2024,October,Veg,Bhindi Masala ,3,Cury,200,Rajahmundry,600,Employed
CUST185,10/7/2024,October,Veg,Baingan Bharta ,2,Cury,200,Tirupati,400,Employed
CUST072,10/7/2024,October,Veg,Chole ,3,Cury,200,Tirupati,600,Student
CUST135,10/7/2024,October,Veg,Dal Tadka ,1,Cury,200,Tirupati,200,Employed
CUST122,10/7/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Tirupati,800,Employed
CUST226,10/7/2024,October,Non-Veg,Chicken Biryani ,1,Other,300,Guntur,300,Employed
CUST306,10/7/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Vijayawada,800,Employed
CUST218,10/7/2024,October,Veg,Paneer Butter Masala ,2,Cury,250,Guntur,500,Student
CUST011,10/7/2024,October,Non-Veg,Mutton Curry ,3,Cury,400,Visakhapatnam,1200,Student
CUST029,10/7/2024,October,Veg,Aloo Paratha ,5,Other,150,Rajahmundry,750,Student
CUST245,10/7/2024,October,Veg,Dal Tadka ,1,Cury,200,Guntur,200,Employed
CUST254,10/7/2024,October,Veg,Veg Biryani ,2,Cury,250,Vijayawada,500,Employed
CUST226,10/7/2024,October,Non-Veg,Mutton Biryani ,7,Other,410,Visakhapatnam,2870,Employed
CUST068,10/7/2024,October,Non-Veg,Chicken Tikka Masala ,3,Cury,300,Tirupati,900,Student
CUST304,10/7/2024,October,Veg,Vegetable Korma ,1,Cury,250,Guntur,250,Student
CUST001,10/7/2024,October,Veg,Bhindi Masala ,2,Cury,200,Visakhapatnam,400,Student
CUST237,10/7/2024,October,Veg,Aloo Paratha ,3,Other,150,Rajahmundry,450,Employed
CUST224,10/7/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Rajahmundry,500,Employed
CUST010,10/7/2024,October,Veg,Paneer Butter Masala ,3,Cury,250,Vijayawada,750,Student
CUST010,10/7/2024,October,Veg,Veg Manchurian ,1,Cury,200,Visakhapatnam,200,Student
CUST110,10/7/2024,October,Non-Veg,Egg Curry ,1,Cury,200,Vijayawada,200,Employed
CUST120,10/7/2024,October,Veg,Dal Makhani ,2,Cury,200,Guntur,400,Student
CUST109,10/7/2024,October,Veg,Veg Sandwich ,3,Other,100,Vijayawada,300,Employed
CUST169,10/7/2024,October,Non-Veg,Rogan Josh ,1,Cury,350,Visakhapatnam,350,Employed
CUST302,10/7/2024,October,Veg,Dal Tadka ,3,Cury,200,Tirupati,600,Employed
CUST227,10/7/2024,October,Non-Veg,Mutton Curry ,2,Cury,400,Rajahmundry,800,Student
CUST213,10/7/2024,October,Veg,Paneer Butter Masala ,1,Cury,250,Visakhapatnam,250,Student
CUST136,10/7/2024,October,Non-Veg,Kadai Chicken ,1,Cury,300,Tirupati,300,Student
CUST044,10/7/2024,October,Non-Veg,Fish Curry ,1,Cury,350,Rajahmundry,350,Student
CUST267,10/7/2024,October,Veg,Masala Dosa ,3,Other,150,Tirupati,450,Employed
CUST047,10/7/2024,October,Non-Veg,Chicken Wrap ,5,Other,150,Guntur,750,Student
CUST071,10/7/2024,October,Veg,Masala Dosa ,1,Other,150,Rajahmundry,150,Employed
CUST189,10/7/2024,October,Non-Veg,Kadai Chicken ,1,Cury,300,Rajahmundry,300,Student
CUST249,10/7/2024,October,Veg,Paneer Butter Masala ,3,Cury,250,Tirupati,750,Student
CUST290,10/7/2024,October,Veg,Veg Manchurian ,1,Cury,200,Tirupati,200,Employed
CUST092,10/7/2024,October,Veg,Veg Biryani ,1,Cury,250,Visakhapatnam,250,Employed
CUST207,10/7/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Visakhapatnam,600,Student
CUST168,10/7/2024,October,Veg,Dal Tadka ,2,Cury,200,Rajahmundry,400,Employed
CUST302,10/7/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Vijayawada,600,Employed
CUST083,10/7/2024,October,Veg,Aloo Paratha ,3,Other,150,Visakhapatnam,450,Student
CUST185,10/7/2024,October,Veg,Paneer Tikka Masala ,1,Cury,250,Vijayawada,250,Employed
CUST101,10/7/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Rajahmundry,600,Student
CUST218,10/7/2024,October,Veg,Baingan Bharta ,1,Cury,200,Visakhapatnam,200,Student
CUST037,10/7/2024,October,Veg,Malai Kofta ,2,Cury,250,Vijayawada,500,Student
CUST124,10/7/2024,October,Veg,Dal Makhani ,3,Cury,200,Visakhapatnam,600,Employed
CUST170,10/7/2024,October,Non-Veg,Chicken Korma ,1,Cury,300,Rajahmundry,300,Student
CUST109,10/7/2024,October,Veg,Aloo Gobi ,1,Cury,150,Rajahmundry,150,Employed
CUST003,10/7/2024,October,Veg,Chole ,1,Cury,200,Visakhapatnam,200,Employed
CUST245,10/7/2024,October,Non-Veg,Fish Curry ,1,Cury,350,Rajahmundry,350,Employed
CUST166,10/7/2024,October,Non-Veg,Mutton Biryani ,2,Other,410,Rajahmundry,820,Student
CUST204,10/7/2024,October,Veg,Dal Tadka ,2,Cury,200,Visakhapatnam,400,Student
CUST077,10/7/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Guntur,600,Employed
CUST260,10/7/2024,October,Non-Veg,Chicken Wrap ,7,Other,150,Guntur,1050,Employed
CUST084,10/7/2024,October,Veg,Veg Manchurian ,2,Cury,200,Guntur,400,Employed
CUST312,10/7/2024,October,Veg,Paneer Butter Masala ,1,Cury,250,Tirupati,250,Student
CUST088,10/7/2024,October,Veg,Pav Bhaji ,3,Other,200,Vijayawada,600,Employed
CUST084,10/7/2024,October,Veg,Veg Biryani ,1,Cury,250,Guntur,250,Employed
CUST009,10/7/2024,October,Veg,Bhindi Masala ,2,Cury,200,Guntur,400,Employed
CUST088,10/7/2024,October,Non-Veg,Chicken Biryani ,2,Other,300,Vijayawada,600,Employed
CUST218,10/7/2024,October,Veg,Dal Makhani ,1,Cury,200,Visakhapatnam,200,Student
CUST011,10/7/2024,October,Non-Veg,Chicken Tikka Masala ,1,Cury,300,Guntur,300,Student
CUST038,10/7/2024,October,Veg,Pav Bhaji ,1,Other,200,Rajahmundry,200,Employed
CUST101,10/7/2024,October,Veg,Dal Makhani ,2,Cury,200,Vijayawada,400,Student
CUST290,10/7/2024,October,Veg,Paneer Tikka Masala ,2,Cury,250,Rajahmundry,500,Employed
CUST076,10/7/2024,October,Non-Veg,Chicken Korma ,2,Cury,300,Guntur,600,Employed
CUST268,10/7/2024,October,Non-Veg,Chicken Biryani ,6,Other,300,Tirupati,1800,Student
CUST024,10/7/2024,October,Veg,Malai Kofta ,1,Cury,250,Rajahmundry,250,Student
CUST110,10/7/2024,October,Non-Veg,Kadai Chicken ,1,Cury,300,Rajahmundry,300,Employed
CUST245,10/7/2024,October,Veg,Paneer Butter Masala ,1,Cury,250,Visakhapatnam,250,Employed
CUST037,10/7/2024,October,Non-Veg,Mutton Biryani ,2,Other,410,Vijayawada,820,Student
CUST079,10/7/2024,October,Non-Veg,Prawns Fry ,2,Cury,400,Guntur,800,Student
CUST113,10/7/2024,October,Veg,Chole ,1,Cury,200,Tirupati,200,Employed
CUST333,10/7/2024,October,Veg,Aloo Paratha ,3,Other,150,Vijayawada,450,Employed
CUST297,10/7/2024,October,Veg,Veg Manchurian ,2,Cury,200,Guntur,400,Student
CUST107,10/7/2024,October,Veg,Aloo Paratha ,4,Other,150,Visakhapatnam,600,Student
CUST054,10/7/2024,October,Veg,Malai Kofta ,1,Cury,250,Vijayawada,250,Employed
CUST220,10/7/2024,October,Veg,Paneer Tikka Masala ,1,Cury,250,Visakhapatnam,250,Student
CUST191,10/7/2024,October,Veg,Dal Tadka ,3,Cury,200,Guntur,600,Employed
CUST119,10/7/2024,October,Non-Veg,Mutton Curry ,1,Cury,400,Guntur,400,Employed
